Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
Cercospora beticola CBS 116456 ITS region; from TYPE material,Cercospora beticola,913,913,100%,0,99.6,646,NR_121315.1
"Cercospora beticola strain 2-41 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,913,913,99%,0,99.8,522,MW581313.1
"Cercospora sp. isolate Cer 76-19 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora sp.,913,913,100%,0,99.6,5002,MW430743.1
"Cercospora sp. isolate Cer 64-18 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora sp.,913,913,100%,0,99.6,4999,MW430739.1
"Cercospora citrullina strain IPBCC 13.1007 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora citrullina,913,913,100%,0,99.6,563,KC776167.1
"Cercospora capsici strain CPC 22012 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora capsici,913,913,100%,0,99.6,642,KT193659.1
"Cercospora nicotianae strain X3-4 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora nicotianae,913,913,100%,0,99.6,538,MK695707.1
"Cercospora capsici strain CPC 12307 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora capsici,913,913,100%,0,99.6,6251,GU214654.1
"Cercospora capsici strain CPC 22007 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora capsici,913,913,100%,0,99.6,624,KT193655.1
"Cercospora cf. citrulina CPC 23937 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora cf. citrulina CPC 23937,913,913,100%,0,99.6,550,KT193664.1
"Cercospora beticola strain 3-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,913,913,99%,0,99.8,524,MW581352.1
"Cercospora beticola strain 2-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,913,913,98%,0,100,507,MW581278.1
"Cercospora capsici strain CPC 22000 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora capsici,913,913,100%,0,99.6,628,KT193654.1
"Cercospora nicotianae strain X1-7 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora nicotianae,913,913,100%,0,99.6,537,MK695706.1
"Cercospora beticola isolate Sweet beet small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,913,913,100%,0,99.6,646,MH424448.1
"Cercospora zebrina culture CBS:118789 strain CBS 118789 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora zebrina,913,913,100%,0,99.6,5537,GU214656.1
"Cercospora citrullina isolate TBD-2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora citrullina,913,913,100%,0,99.6,538,KY824771.1
"Cercospora beticola strain 1-69 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,525,MW566062.1
"Cercospora beticola strain 2-71 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,100%,0,99.6,522,MW581340.1
"Cercospora beticola strain 1-16 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,516,MW566010.1
"Cercospora sp. strain ICMP 15908 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora sp.,911,911,99%,0,99.6,574,OP390249.1
"Cercospora beticola strain 2-47 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,519,MW581319.1
"Cercospora sp. strain ICMP 15909 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora sp.,911,911,99%,0,99.6,574,OP390250.1
"Cercospora sp. isolate SUGERBEET1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora sp.,911,911,99%,0,99.8,497,PP325822.1
"Cercospora beticola strain 3-9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,523,MW581354.1
"Cercospora lactucae-sativae strain LIPIMC 0751 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora lactucae-sativae,911,911,99%,0,99.6,558,KC776157.1
"Cercospora sp. strain ICMP 14472 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora sp.,911,911,99%,0,99.6,574,OP390239.1
"Cercospora malayensis voucher KACC 47769 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora malayensis,911,911,99%,0,99.6,560,MH129519.1
"Cercospora beticola strain 2-69 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,100%,0,99.6,523,MW581338.1
"Cercospora beticola strain 1-31 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,527,MW566025.1
"Cercospora beticola strain 1-44 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.6,525,MW566038.1
"Cercospora beticola strain ICMP 14543 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.6,574,OP390242.1
"Cercospora beticola strain 3-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,515,MW581353.1
"Cercospora citrullina isolate 0526-1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora citrullina,911,911,99%,0,99.6,536,MG372319.1
"Cercospora nicotianae strain X3-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora nicotianae,911,911,99%,0,99.6,548,MK695709.1
"Cercospora beticola strain 2-15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,98%,0,100,520,MW581287.1
"Cercospora nicotianae strain 4-1-5 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora nicotianae,911,911,99%,0,99.6,537,MK752900.1
"Cercospora beticola strain 2-74 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,100%,0,99.6,522,MW581343.1
"Cercospora resedae strain ICMP 16231 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora resedae,911,911,99%,0,99.6,574,OP390252.1
"Cercospora beticola strain ICMP 14542 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.6,574,OP390241.1
"Cercospora beticola strain 2-17 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,100%,0,99.6,522,MW581289.1
"Cercospora beticola strain 4-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,100%,0,99.6,507,MW581369.1
"Cercospora capsici isolate CC-14 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora capsici,911,911,100%,0,99.6,513,HQ700352.1
"Cercospora beticola strain 2-33 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,523,MW581305.1
"Cercospora ipomoeae strain ICMP 21145 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora ipomoeae,911,911,99%,0,99.6,574,OP390257.1
"Cercospora apii strain ICMP 17166 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora apii,911,911,99%,0,99.6,574,OP390253.1
"Cercospora sp. strain ICMP 15958 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora sp.,911,911,99%,0,99.6,574,OP390251.1
"Cercospora beticola strain ICMP 15907 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.6,574,OP390248.1
"Cercospora ipomoeae strain ICMP 14473 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora ipomoeae,911,911,99%,0,99.6,574,OP390240.1
"Cercospora nicotianae 18S ribosomal RNA gene, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and 26S ribosomal RNA gene, partial sequence",Cercospora nicotianae,911,911,99%,0,99.6,560,AF297230.1
"Cercospora beticola strain 2-21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.8,518,MW581293.1
"Cercospora beticola strain ICMP 15883 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,911,911,99%,0,99.6,574,OP390247.1
"Cercospora dichondrae voucher PDD:107541 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora dichondrae,911,911,99%,0,99.6,574,MK039698.1
"Cercospora citrullina isolate SHCCC01 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora citrullina,911,911,99%,0,99.6,536,OR054068.1
"Cercospora sorghi f. maydis Kenya 1 18S ribosomal RNA gene, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and 26S ribosomal RNA gene, partial sequence",Ramulispora sorghi f. maydis,909,909,99%,0,99.6,559,AF297232.1
"Cercospora beticola isolate 15AB17KrSbL small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,909,909,99%,0,99.6,536,OM967388.1
"Cercospora beticola strain 1-43 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,909,909,99%,0,99.6,527,MW566037.1
"Cercospora sp. isolate MC-BHU59 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora sp.,909,909,99%,0,99.8,504,OP984833.1
"Cercospora beticola strain 2-72 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,909,909,99%,0,99.6,518,MW581341.1
"Cercospora beticola strain 2-27 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,909,909,99%,0,99.8,517,MW581299.1
"Cercospora cf. chenopodii isolate HCYB-46 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora cf. chenopodii,909,909,99%,0,99.6,532,MN744316.1
"Cercospora beticola strain 1-39 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,909,909,99%,0,99.8,526,MW566033.1
"Cercospora beticola strain 3-32 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Cercospora beticola,909,909,99%,0,99.8,517,MW581362.1
"Cercospora cf. flagellaris ZJUM 121 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora cf. flagellaris ZJUM 121,909,909,99%,0,99.6,560,KP896013.1
"Cercospora chrysanthemi strain LIPIMC 0767 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Cercospora chrysanthemi,909,909,99%,0,99.6,558,KC776168.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
