Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Gregatothecium humicola voucher MU69 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227454.1
"Gregatothecium humicola voucher MU40 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227425.1
"Gregatothecium humicola voucher MU21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227406.1
"Gregatothecium humicola voucher MU17 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227402.1
"Gregatothecium humicola voucher MU60 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227445.1
"Gregatothecium humicola voucher MU23 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227408.1
"Gregatothecium humicola voucher MU92 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227477.1
"Gregatothecium humicola voucher MU39 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227424.1
"Gregatothecium humicola voucher MU34 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227419.1
"Gregatothecium humicola voucher MU63 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227448.1
"Gregatothecium humicola voucher MU45 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227430.1
"Gregatothecium humicola voucher MU26 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227411.1
"Gregatothecium humicola voucher MU19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227404.1
"Gregatothecium humicola voucher MU49 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227434.1
"Gregatothecium humicola voucher MU57 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227442.1
"Gregatothecium humicola voucher MU53 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227438.1
"Gregatothecium humicola voucher MU67 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227452.1
"Gregatothecium humicola voucher MU70 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227455.1
"Gregatothecium humicola voucher MU31 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227416.1
"Gregatothecium humicola voucher MU48 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227433.1
"Gregatothecium humicola voucher MU32 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227417.1
"Gregatothecium humicola voucher MU33 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227418.1
"Gregatothecium humicola voucher MU56 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227441.1
"Gregatothecium humicola voucher MU90 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227475.1
"Gregatothecium humicola voucher MU66 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227451.1
"Gregatothecium humicola voucher MU18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227403.1
"Gregatothecium humicola voucher MU91 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227476.1
"Gregatothecium humicola voucher MU30 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227415.1
"Gregatothecium humicola voucher MU71 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium humicola,977,977,97%,0,99.44,564,MN227456.1
Gregatothecium humicola CBS 205.96 ITS region; from TYPE material,Gregatothecium humicola,972,972,96%,0,99.62,595,NR_154085.1
"Gregatothecium sp. YS-2024a voucher HKAS 138716 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Gregatothecium sp. YS-2024a,941,941,94%,0,99.24,532,PQ498088.1
"Myrothecium roridum strain MA-20 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,929,929,99%,0,97.28,585,JF724152.1
"Paramyrothecium salvadorae culture CBS:147074 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium salvadorae,920,920,99%,0,97.1,598,MZ064453.1
Paramyrothecium salvadorae CBS 147074 ITS region; from TYPE material,Paramyrothecium salvadorae,920,920,99%,0,97.1,598,NR_173063.1
"Paramyrothecium roridum isolate NYQB452 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,918,918,100%,0,96.76,624,MH050392.1
"Paramyrothecium roridum isolate ZB1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,918,918,100%,0,96.76,556,MT318535.1
"Paramyrothecium foliicola isolate QB1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium foliicola,918,918,100%,0,96.76,602,MK335967.1
"Myrothecium roridum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: KKFC403",Paramyrothecium roridum,917,917,100%,0,96.76,588,AB823654.1
"Paramyrothecium foliicola isolate GDZJXQ2-2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium foliicola,917,917,99%,0,96.76,599,MK386744.1
"Myrothecium roridum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: KKFC402",Paramyrothecium roridum,917,917,100%,0,96.76,580,AB823653.1
"Paramyrothecium roridum isolate MGB10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,917,917,100%,0,96.76,588,MK926444.1
"Xepicula leucotricha isolate ST007 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Xepicula leucotricha,915,915,99%,0,96.58,604,MH512966.1
"Myrothecium sp. HKB34 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 25S ribosomal RNA gene, partial sequence",Myrothecium sp. HKB34,913,913,100%,0,96.59,573,EF029818.1
"Myrothecium roridum strain 784 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,913,913,99%,0,96.75,574,JF724157.1
"Myrothecium roridum strain CBS 331.51 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,913,913,100%,0,96.58,1160,HQ115647.1
"Paramyrothecium roridum isolate M123 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,911,911,100%,0,96.58,599,MF401575.1
"Myrothecium roridum strain HSAUP063205 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,911,911,99%,0,96.58,598,FJ914699.1
"Paramyrothecium roridum isolate d.opp-0901-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,911,911,99%,0,96.58,598,KY369166.1
"Paramyrothecium sp. isolate STI internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium sp.,911,911,100%,0,96.58,570,MT568519.1
"Myrothecium roridum strain JZ-155 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,911,911,100%,0,96.58,577,HQ637277.1
"Myrothecium sp. isolate LP1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Myrothecium sp.,911,911,100%,0,96.58,571,MT568520.1
"Myrothecium roridum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: KKFC390",Paramyrothecium roridum,911,911,100%,0,96.58,582,AB823651.1
"Myrothecium roridum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: KKFC408",Paramyrothecium roridum,911,911,100%,0,96.58,588,AB823655.1
"Myrothecium roridum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence, isolate: KKFC400",Paramyrothecium roridum,911,911,100%,0,96.58,580,AB823652.1
"Myrothecium sp. isolate SP2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Myrothecium sp.,909,909,99%,0,96.57,546,MT568517.1
"Paramyrothecium roridum strain UNIJAG.PL.OP903 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,909,909,100%,0,96.4,1512,ON193801.1
"Myrothecium roridum strain CGMCC 3.1962 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,909,909,99%,0,96.57,2349,FJ231214.1
"Paramyrothecium roridum genomic DNA sequence contains ITS1, 5.8S rRNA gene, ITS2, strain MMLS-18",Paramyrothecium roridum,909,909,100%,0,96.42,575,LR027882.1
"Paramyrothecium roridum isolate TVD_Fungal-Culture147 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,909,909,99%,0,96.57,555,KF494145.1
"Myrothecium sp. isolate NRP-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Myrothecium sp.,909,909,99%,0,96.58,572,OR378511.1
"Myrothecium sp. strain SWG1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Myrothecium sp.,909,909,100%,0,96.42,604,MW940739.1
"Fungal sp. CNEF10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal sp. CNEF10,909,909,99%,0,96.57,559,JQ692124.1
"Myrothecium roridum 18S rRNA gene, 5.8S rRNA gene, 28S rRNA gene (partial), internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2), strain BBA 62764",Paramyrothecium roridum,909,909,100%,0,96.4,2910,AJ301993.1
"Paramyrothecium vignicola strain CDEP3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium vignicola,909,909,100%,0,96.42,626,OR979637.1
"Uncultured fungus clone ZMTDH201308-49 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",uncultured fungus,909,909,99%,0,96.4,641,KX515917.1
"Myrothecium sp. strain daef37 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Myrothecium sp.,907,907,100%,0,96.4,977,MH550507.1
"Paramyrothecium sinense isolate PS2C internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium sinense,907,907,100%,0,96.42,573,PP577613.1
"Paramyrothecium viridisporum strain DTO_461-A9 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium viridisporum,907,907,100%,0,96.4,880,OQ513902.1
"Paramyrothecium sp. voucher culture C122AC internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium sp.,907,907,100%,0,96.4,1403,MW791969.1
"Stachybotryaceae sp. isolate DSM101519_C11_RLCS23 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Stachybotryaceae sp.,907,907,100%,0,96.4,1185,MT453299.1
"Myrothecium sp. BAB-3847 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Myrothecium sp. BAB-3847,907,907,100%,0,96.4,592,KM051382.1
"Paramyrothecium roridum isolate VIR-Mr1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,907,907,100%,0,96.41,602,MZ570581.1
"Fungal sp. CNEF2 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal sp. CNEF2,907,907,100%,0,96.4,590,JQ692116.1
"Myrothecium roridum culture-collection ICMP:20424 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Paramyrothecium roridum,907,907,99%,0,96.57,632,KJ909289.1
"Paramyrothecium roridum strain GFRS21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Paramyrothecium roridum,907,907,100%,0,96.41,594,MT447489.1
"Myrothecium sp. strain SWG2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Myrothecium sp.,907,907,100%,0,96.4,600,MW940740.1
"Paramyrothecium roridum genomic DNA sequence contains ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, specimen voucher PRC 4660",Paramyrothecium roridum,907,907,100%,0,96.4,1054,LR963480.1
"Myrothecium roridum 18S rRNA gene, 5.8S rRNA gene, 28S rRNA gene (partial), internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2), strain BBA 63372",Paramyrothecium roridum,907,907,100%,0,96.4,2908,AJ301994.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
