Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Fungal sp. strain Sy38 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,819,819,99%,0,96.58,494,KY522709.1
"Acrocalymma vagum isolate AF26 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,551,OP630543.1
"Alternaria alternata isolate RL28 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Alternaria alternata,819,819,99%,0,96.59,532,OP630518.1
"Fungal sp. isolate CFE14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,819,819,93%,0,98.5,463,OQ816007.1
"Acrocalymma vagum isolate RL25 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,546,OP630515.1
"Acrocalymma vagum isolate AF29 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,551,OP630546.1
"Acrocalymma vagum isolate AF19 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,555,OP630539.1
"Acrocalymma vagum isolate RL23 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,546,OP630513.1
"Acrocalymma vagum strain CFE-51 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,529,OP848125.1
"Acrocalymma vagum isolate AF22 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,581,OP630541.1
"Acrocalymma vagum isolate AF19a small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,551,OP630540.1
"Acrocalymma vagum strain CFE-127 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,529,OP848131.1
"Rhizopycnis vagum isolate REF070 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,582,JN859290.1
"Acrocalymma vagum isolate AF17 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,554,OP630537.1
"Acrocalymma vagum strain Zbf-R6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,819,819,99%,0,96.59,518,KX064982.1
"Fungal sp. strain TH06 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,817,817,99%,0,96.58,541,KY607738.1
"Dothideomycetes sp. isolate VPS206 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Dothideomycetes sp.,817,817,99%,0,96.58,1464,OR658596.1
"Fungal sp. strain TH08 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,817,817,99%,0,96.58,541,KY607740.1
"Fungal sp. strain TH07 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,817,817,99%,0,96.58,541,KY607739.1
"Fungal sp. strain TH10 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,817,817,99%,0,96.58,540,KY607742.1
"Ascomycete sp. E48 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), isolate E48",ascomycete sp. E48,817,817,98%,0,96.76,539,AM944359.1
"Rhizopycnis vagum strain G112 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",Acrocalymma vagum,815,815,99%,0,96.39,523,KF572463.1
"Acrocalymma vagum isolate AF11 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,815,815,98%,0,96.57,545,OP630531.1
"Acrocalymma vagum isolate TVD_Fungal-Culture166 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,815,815,99%,0,96.39,499,KF494164.1
"Acrocalymma vagum isolate AF24 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,815,815,99%,0,96.39,549,OP630542.1
"Fungal sp. strain 1255 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,813,813,100%,0,96.2,512,MZ400599.1
"Fungal sp. MG142Nc4R10x 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal sp. MG142Nc4R10x,813,813,99%,0,96.39,568,KF752645.1
"Phoma medicaginis isolate 273 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Ascochyta medicaginicola,813,813,97%,0,96.92,682,FJ224118.1
"Acrocalymma vagum isolate RL22 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,813,813,99%,0,96.39,548,OP630512.1
"Acrocalymma vagum clone OTU41 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,813,813,99%,0,96.39,553,KY965433.1
"Acrocalymma vagum strain CFE-141 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,813,813,99%,0,96.39,517,OP848139.1
"Acrocalymma vagum isolate AF08 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,813,813,99%,0,96.39,547,OP630528.1
"Acrocalymma vagum isolate RL26 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,813,813,99%,0,96.39,549,OP630516.1
"Acrocalymma walkeri strain DUCC15243 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma walkeri,813,813,99%,0,96.38,557,OP919505.1
"Acrocalymma vagum isolate RL21 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,813,813,99%,0,96.39,548,OP630511.1
"Uncultured fungus clone OTU28-S-102-VCQM-c 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",uncultured fungus,811,811,99%,0,96.38,580,JF926994.1
"Acrocalymma vagum strain 29T(1) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,811,811,99%,0,96.38,543,KP784427.1
"Fungal endophyte sp. DF4 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte sp. Dzf4,811,811,99%,0,96.38,541,DQ459005.1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate ASV_168",uncultured fungus,811,811,99%,0,96.38,1404,LR993485.1
"uncultured Pleosporales genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, clone 54b1a1a2",uncultured Pleosporales,811,811,99%,0,96.38,1404,HG995752.1
"Phoma medicaginis 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Ascochyta medicaginicola,811,811,99%,0,96.38,513,EF017209.1
"Fungal endophyte isolate LIES520 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal endophyte,811,811,99%,0,96.38,495,KX816021.1
"Acrocalymma vagum strain 12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,811,811,100%,0,96.2,515,OP060693.1
"Acrocalymma sp. strain RO1903076 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,809,809,99%,0,96.2,549,MN486536.1
"Ascomycota sp. F6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Ascomycota sp. F6,809,809,99%,0,96.37,500,GQ169026.1
"Acrocalymma vagum isolate TVD_Fungal-Culture167 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,99%,0,96.19,500,KF494165.1
"Acrocalymma vagum strain BRPCR16 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,99%,0,96.37,530,MT658022.1
"Fungal endophyte MUT 2721 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte MUT 2721,809,809,98%,0,96.55,537,AF373054.1
"Acrocalymma vagum isolate TVD_Fungal-Culture169 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,99%,0,96.19,499,KF494167.1
"Fungal sp. strain Sy15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,809,809,99%,0,96.37,498,KY522686.1
"Rhizopycnis vagum isolate 1 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,99%,0,96.37,1000,HQ610503.1
"Acrocalymma vagum strain ABR2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,98%,0,96.36,531,KY828940.1
"Fungal sp. strain TH24 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,809,809,99%,0,96.37,540,KY607756.1
"Acrocalymma vagum isolate TVD_Fungal-Culture168 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,99%,0,96.37,500,KF494166.1
"Acrocalymma vagum isolate AF18 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,809,809,99%,0,96.2,555,OP630538.1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate ASV_308",uncultured fungus,808,808,99%,0,96.19,1406,LR993625.1
"Acrocalymma vagum isolate AF31 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,808,808,99%,0,96.18,548,OP630548.1
"Acrocalymma sp. isolate ER41 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,808,808,100%,0,96.01,512,MT919180.1
"Acrocalymma sp. isolate ER45 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,808,808,100%,0,96.02,516,MT919121.1
"Fungal sp. MG107Nc1R5x 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal sp. MG107Nc1R5x,808,808,97%,0,96.73,575,KF752610.1
"Ascomyceta sp. shylm10 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Ascomyceta sp. shylm10,808,1187,99%,0,96.18,816,HM208718.1
"Acrocalymma sp. isolate ER37 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,808,808,100%,0,96.02,529,MT919177.1
"Acrocalymma sp. strain SFD9 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,808,808,98%,0,96.36,541,MZ674460.1
"Acrocalymma vagum strain 1186 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,806,806,99%,0,96.18,513,MZ400559.1
"Acrocalymma sp. isolate ER63 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,806,806,100%,0,96,513,MT919132.1
"Fungal endophyte MUT 585 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte MUT 585,806,806,99%,0,96.18,539,AF373051.2
"Acrocalymma vagum strain Zbf-R11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,806,806,99%,0,96.18,519,KX064987.1
"Acrocalymma vagum isolate AF10 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,806,806,97%,0,96.72,523,OP630530.1
"Ascomycete sp. E41 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), isolate E41",ascomycete sp. E41,806,806,98%,0,96.36,538,AM944360.1
"Acrocalymma vagum isolate y78- small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,806,806,98%,0,96.36,537,MN955332.1
"Acrocalymma vagum strain TSNT-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,804,804,97%,0,96.53,487,KX272856.1
"Fungal sp. strain TH19 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,804,804,99%,0,96.17,540,KY607751.1
"Rhizopycnis vagum 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 18S large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,804,804,99%,0,96.17,608,AF022786.1
"Acrocalymma vagum isolate CTE034 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Acrocalymma vagum,804,804,98%,0,96.35,489,KT699872.1
"Fungal endophyte MUT 2723 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte MUT 2723,804,804,98%,0,96.35,537,AF373055.1
"Fungal sp. strain TH16 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,804,804,99%,0,96.17,540,KY607748.1
"Acrocalymma sp. strain lar15 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma sp.,802,802,99%,0,95.98,513,OR478224.1
"Acrocalymma vagum strain BLH_286 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,802,802,99%,0,95.98,579,OM436866.1
"Acrocalymma vagum strain Mdf-35 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,802,802,98%,0,96.34,488,MF574255.1
"Acrocalymma vagum isolate RL20 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Acrocalymma vagum,802,802,99%,0,95.99,552,OP630510.1
"Uncultured Rhizopycnis clone RGO_OMG156 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",uncultured Rhizopycnis,802,802,97%,0,96.5,564,KY574451.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
