Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Colletotrichum siamense strain JD-HX-A-21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,983,983,99%,0,100,547,MW513755.1
"Colletotrichum aenigma strain CAASZB13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum aenigma,983,983,99%,0,100,546,MZ475288.1
"Colletotrichum aenigma strain CAASZB7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum aenigma,983,983,99%,0,100,543,MZ475287.1
"Colletotrichum aenigma strain CAASZB1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum aenigma,983,983,99%,0,100,549,MZ475286.1
"Colletotrichum aenigma isolate HBHP-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum aenigma,983,983,99%,0,100,538,MK123444.1
"Colletotrichum gloeosporioides isolate MC-17-F internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,981,981,99%,0,100,540,KU527801.2
"Colletotrichum gloeosporioides strain 7GJ-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,981,981,99%,0,100,547,KR708966.1
"Colletotrichum gloeosporioides isolate s12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,981,981,99%,0,100,547,MT993622.1
"Colletotrichum gloeosporioides strain QD-LS internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,979,979,99%,0,99.81,555,KY053482.1
"Colletotrichum gloeosporioides strain CCL3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,979,979,99%,0,100,544,KX347464.1
"Colletotrichum sp. strain EX2019-M18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum sp.,979,979,99%,0,99.81,543,MT912992.1
"Colletotrichum siamense strain YH-YX-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,549,MW513772.1
"Fungal endophyte isolate 4526 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,636,KR015810.1
"Fungal endophyte isolate 3742 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,624,KR015604.1
"Colletotrichum siamense strain SJGL-5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,550,PP859437.1
"Colletotrichum siamense isolate AF6-1-4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,545,MZ950628.1
"Colletotrichum gloeosporioides strain WS1-1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,533,HQ845102.1
"Fungal endophyte isolate 6760 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,623,KR016576.1
"Fungal endophyte isolate 3313 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,648,KR015439.1
"Fungal endophyte culture-collection STRI:ICBG-Panama:TK362 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,1071,KF435579.1
"Fungal endophyte isolate 5597 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,624,KR016037.1
"Colletotrichum viniferum strain CMTJ21 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum viniferum,977,977,99%,0,99.81,546,MH092009.1
"Fungal endophyte isolate 4450 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,569,KR015791.1
"Fungal endophyte isolate 6000 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,677,KR016198.1
"Colletotrichum sp. strain LWYF51 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum sp.,977,977,99%,0,99.81,553,MT570089.1
"Colletotrichum gloeosporioides strain JS6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,550,KM513611.1
"Colletotrichum gloeosporioides isolate ESP6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,548,MT919153.1
"Colletotrichum viniferum strain CMTJ4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum viniferum,977,977,99%,0,99.81,546,MG561701.1
"Fungal endophyte isolate 4020 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,611,KR015706.1
"Fungal endophyte isolate 258 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,918,KR015312.1
"Colletotrichum siamense strain JD-HX-A-12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,550,MW513753.1
"Fungal endophyte isolate 3783 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,648,KR015623.1
"Fungal endophyte isolate 4530 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,585,KR015813.1
"Fungal endophyte isolate 6638 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,612,KR016519.1
"Colletotrichum gloeosporioides strain 23 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,546,KM877472.1
"Fungal endophyte isolate 1589 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,595,KR015055.1
"Colletotrichum siamense strain ZS-HX-54 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,538,MW513762.1
"Fungal endophyte isolate 4501 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,555,KR015806.1
"Colletotrichum gloeosporioides isolate LL5 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,545,KM519999.1
"Colletotrichum aenigma KPU_K2 genes for ITS1, 5.8S rRNA, ITS2, LSU rRNA, partial and complete sequence",Colletotrichum aenigma,977,977,99%,0,99.81,532,LC768870.1
"Fungal endophyte isolate 6662 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,607,KR016534.1
"Fungal endophyte culture-collection STRI:ICBG-Panama:TK507 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,1056,KF435580.1
"Colletotrichum gloeosporioides strain JS1-SAS12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,549,KP900300.1
"Fungal sp. strain SF3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",fungal sp.,977,977,100%,0,99.63,605,MF962538.1
"Colletotrichum gloeosporioides strain Y14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,549,MT729939.1
"Colletotrichum siamense strain JD-HX-Y-B-16 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,549,MW647797.1
"Colletotrichum sp. A-2 genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, 28S rRNA, partial and complete sequence",Colletotrichum sp.,977,977,100%,0,99.63,1277,LC782942.1
"Fungal endophyte isolate 6666 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,615,KR016536.1
"Colletotrichum gloeosporioides isolate AAP-017 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,100%,0,99.63,604,KU534982.1
"Fungal endophyte isolate 6754 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,573,KR016572.1
"Colletotrichum gloeosporioides isolate MJ19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,535,KM203586.1
"Fungal endophyte isolate 4030 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,637,KR015713.1
"Colletotrichum siamense strain ZS-HX-Y-9 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,548,MW647831.1
"Colletotrichum siamense isolate LMT34 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,100,538,MN295188.1
"Colletotrichum gloeosporioides isolate coll-14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,100%,0,99.63,581,PQ363083.1
"Fungal endophyte isolate 6628 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,614,KR016513.1
"Fungal endophyte isolate 3676 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,600,KR015558.1
"Fungal endophyte isolate 156 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,789,KR015039.1
"Fungal endophyte isolate 3617 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,609,KR015539.1
"Colletotrichum siamense strain ZS-ZJ-J-2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,547,MW653775.1
"Fungal endophyte isolate 6670 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,570,KR016539.1
"Fungal sp. VTL5.3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal sp. VTL5.3,977,977,99%,0,99.81,546,KF688122.1
"Fungal endophyte isolate 7210 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,679,KR016798.1
"Colletotrichum sp. isolate ZY03 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum sp.,977,977,99%,0,99.81,548,MH622157.1
"Colletotrichum siamense strain ZS-ZJ-J-45 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,547,MW653780.1
"Colletotrichum siamense strain ZS-ZJ-J-42 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,550,MW653779.1
"Colletotrichum siamense isolate Crinum asiaticum internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,537,MK934492.1
"Fungal endophyte isolate 3782 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,653,KR015622.1
"Fungal endophyte isolate 3588 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,549,KR015517.1
"Fungal endophyte isolate 6026 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,622,KR016206.1
"Fungal endophyte isolate 6034 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,592,KR016211.1
"Colletotrichum siamense strain JD-TXZ-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,548,MW513757.1
"Fungal endophyte isolate 3585 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,624,KR015515.1
"Fungal endophyte culture-collection STRI:ICBG-Panama:TK275 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,1064,KF435190.1
"Colletotrichum gloeosporioides strain KGL6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum gloeosporioides,977,977,99%,0,99.81,539,KX347456.1
"Colletotrichum siamense strain ZS-HX-77 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,537,MW513764.1
"Colletotrichum fructicola isolate LMT36 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",Colletotrichum fructicola,977,977,99%,0,99.81,536,MF543118.1
"Colletotrichum siamense strain ZS-ZJ-49 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,547,MW513770.1
"Colletotrichum siamense strain GHS-8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,547,MZ713003.1
"Colletotrichum siamense strain JD-TXZ-Y-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,548,MW647811.1
"Colletotrichum siamense strain JD-TXZ-J-6 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,548,MW653760.1
"Colletotrichum viniferum strain CMTJ13 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum viniferum,977,977,99%,0,99.81,545,MH092007.1
"Fungal endophyte culture-collection STRI:ICBG-Panama:TK283 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,1063,KF435883.1
"Colletotrichum siamense isolate MICS0319 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,546,MT219898.1
"Colletotrichum siamense strain JD-ZJ-J-B-7 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,548,MW653767.1
"Fungal endophyte isolate 6300 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,618,KR016371.1
"Colletotrichum viniferum strain FZTJ20180701 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum viniferum,977,977,99%,0,99.81,547,MK685670.1
"Fungal endophyte isolate 4690 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,553,KR015853.1
"Colletotrichum siamense isolate LWYF51 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",Colletotrichum siamense,977,977,99%,0,99.81,553,MZ157066.1
"Fungal endophyte isolate 6040 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",fungal endophyte,977,977,100%,0,99.63,588,KR016217.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
"		",,,,,,,,
